mode,travel_bounds,trips,full_distance_km,gpc_distance_km,full_co2e_tons,gpc_co2e_tons,year,lga
ON FOOT,INBOUND,476550,1431536,715768,0,0,2018,Hobsons Bay
ON FOOT,OUTBOUND,199729,599735,299867.5,0,0,2022,Hobsons Bay
ON FOOT,OUTBOUND,204056,631683,315841.5,0,0,2021,Hobsons Bay
ON FOOT,OUTBOUND,243987,792416,396208,0,0,2020,Hobsons Bay
ON FOOT,OUTBOUND,550083,1905656,952828,0,0,2019,Hobsons Bay
ON FOOT,OUTBOUND,512735,1630618,815309,0,0,2018,Hobsons Bay
ON FOOT,TOTAL,11887511,12247714,12247714,0,0,2023,Hobsons Bay
ON FOOT,TOTAL,11997281,13672573,13087149,0,0,2022,Hobsons Bay
ON FOOT,TOTAL,12234761,14799962,14170998,0,0,2021,Hobsons Bay
ON FOOT,TOTAL,11643575,14876814,14104454.5,0,0,2020,Hobsons Bay
ON FOOT,TOTAL,13698647,14327947,12547917.5,0,0,2019,Hobsons Bay
ON FOOT,TOTAL,12436902,12859908,11328831,0,0,2018,Hobsons Bay
RAIL,IN-BOUNDARY,415041,2658691,2658691,0,0,2023,Hobsons Bay
RAIL,IN-BOUNDARY,370477,2250510,2250510,0,0,2022,Hobsons Bay
RAIL,IN-BOUNDARY,594335,4208582,4208582,0,0,2019,Hobsons Bay
RAIL,IN-BOUNDARY,582184,3443488,3443488,0,0,2018,Hobsons Bay
RAIL,INBOUND,2974116,42924936,21462468,0,0,2023,Hobsons Bay
RAIL,INBOUND,2439411,35818354,17909177,0,0,2022,Hobsons Bay
RAIL,INBOUND,1671574,24919947,12459973.5,0,0,2021,Hobsons Bay
RAIL,INBOUND,1766557,25813942,12906971,0,0,2020,Hobsons Bay
RAIL,INBOUND,4041589,65312205,32656102.5,0,0,2019,Hobsons Bay
RAIL,INBOUND,3445888,53892185,26946092.5,0,0,2018,Hobsons Bay
RAIL,OUTBOUND,3015444,43057241,21528620.5,0,0,2023,Hobsons Bay
RAIL,OUTBOUND,2508260,36116787,18058393.5,0,0,2022,Hobsons Bay
RAIL,OUTBOUND,1702386,25028856,12514428,0,0,2021,Hobsons Bay
RAIL,OUTBOUND,1816250,26512198,13256099,0,0,2020,Hobsons Bay
RAIL,OUTBOUND,4267212,68659951,34329975.5,0,0,2019,Hobsons Bay
RAIL,OUTBOUND,3717850,58537683,29268841.5,0,0,2018,Hobsons Bay
RAIL,TOTAL,6404601,88640868,45649779.5,0,0,2023,Hobsons Bay
RAIL,TOTAL,5318148,74185651,38218080.5,0,0,2022,Hobsons Bay
RAIL,TOTAL,3373960,49948803,24974401.5,0,0,2021,Hobsons Bay
RAIL,TOTAL,3582807,52326140,26163070,0,0,2020,Hobsons Bay
RAIL,TOTAL,8903136,138180738,71194660,0,0,2019,Hobsons Bay
RAIL,TOTAL,7745922,115873356,59658422,0,0,2018,Hobsons Bay
